Order,Ref,Ref_name,DS_SS,Response,Comparison,Control,Type,Tx_mean,Tx_n,Tx_sd,Cx_mean,Cx_n,Cx_sd,SD_pool,Diff_in_means,ES,Hedges_d,Var_d,SE_d,CI_lo_d,CI_up_d,Tx_percent_dead,Tx_n_total,Tx_n_dead,Cx_percent_dead,Cx_n_total,Cx_n_dead,Tx_percent_dead_adj,Tx_n_total_adj,Tx_n_dead_adj,Cx_percent_dead_adj,Cx_n_total_adj,Cx_n_dead_adj,Tx_prob_mort,Cx_prob_mort,logRR,logRR_var,Observed_O,Expected_O_hat,O_hat_var_diff,logOR,logOR_var,Binary_sed_burial,Binary_regression_design,Binary_binary_data_only,Binary_repeated_measures,Binary_control_in_study,Ocean,Region,Updated_Genus,Updated_species,Coral_age_class,Treatment,Exp_details,Other_conditions,Sed_level_standardized,Sed_exposure,Sed_exposure_UoM,Sed_exposure_days,Sed_exposure_mg_cm2,Sed_exposure_mg_d_L,Sed_duration_class,Sed_source,Sed_mineralogy,Sed_grain_class,Sed_grain_micron,Sed_grain_category,Sed_application,Surface_direction,Surface_direction_deg,Coral_age_at_start_expt_days,Coral_age_at_end_expt_days,Coral_days_old_baseline,Additional_notes,
1261,SS20d,Ricardo et al. 2016,SS,larvalsurvival,KM,0,,81.0496311,4,10.709,96.176,4,2.294,7.74,-15.13,-1.953,-1.697,0.68,0.825,-3.31,-0.08,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,"30 mg/L, >3 days,  carbonate",60 hours,,30,2.5,d,2.5,,75,short,marine,carbonate,1 - silt,<10micron,1 - very fine,,,,3,5.5,fertilization = 0,,
1262,SS20d,Ricardo et al. 2016,SS,larvalsurvival,KM,0,,94.6075614,4,2.868,96.176,4,2.294,2.6,-1.57,-0.604,-0.525,0.517,0.719,-1.93,0.89,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,"34 mg/L, >3 days,  carbonate",60 hours,,34,2.5,d,2.5,,85,short,marine,carbonate,1 - silt,<10micron,1 - very fine,,,,3,5.5,fertilization = 0,,
1263,SS20d,Ricardo et al. 2016,SS,larvalsurvival,KM,0,,90.934791,4,5.163,96.176,4,2.294,3.99,-5.24,-1.312,-1.14,0.581,0.762,-2.63,0.35,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,"55 mg/L, >3 days, carbonate",60 hours,,55,2.5,d,2.5,,137.5,short,marine,carbonate,1 - silt,<10micron,1 - very fine,,,,3,5.5,fertilization = 0,,
1264,SS20d,Ricardo et al. 2016,SS,larvalsurvival,KM,0,,90.6966651,4,4.398,96.176,4,2.294,3.51,-5.48,-1.562,-1.357,0.615,0.784,-2.89,0.18,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,"95 mg/L, >3 days,  carbonate",60 hours,,95,2.5,d,2.5,,237.5,short,marine,carbonate,1 - silt,<10micron,1 - very fine,,,,3,5.5,fertilization = 0,,
1265,SS20d,Ricardo et al. 2016,SS,larvalsurvival,KM,0,,95.7970181,4,2.294,96.176,4,2.294,2.29,-0.38,-0.165,-0.143,0.501,0.708,-1.53,1.24,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,"202 mg/L, >3 days,  carbonate",60 hours,,202,2.5,d,2.5,,505,short,marine,carbonate,1 - silt,<10micron,1 - very fine,,,,3,5.5,fertilization = 0,,
1266,SS20d,Ricardo et al. 2016,SS,larvalsurvival,KM,0,,93.2550528,4,3.633,96.176,4,2.294,3.04,-2.92,-0.961,-0.835,0.544,0.737,-2.28,0.61,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,"401 mg/L, >3 days,  carbonate",60 hours,,401,2.5,d,2.5,,1002.5,short,marine,carbonate,1 - silt,<10micron,1 - very fine,,,,3,5.5,fertilization = 0,,
1267,SS20d,Ricardo et al. 2016,SS,larvalsurvival,KM,0,,89.3758285,4,4.397,96.176,4,2.294,3.51,-6.8,-1.939,-1.684,0.677,0.823,-3.3,-0.07,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,"784 mg/L, >3 days,  carbonate",60 hours,,784,2.5,d,2.5,,1960,short,marine,carbonate,1 - silt,<10micron,1 - very fine,,,,3,5.5,fertilization = 0,,
1268,SS20d,Ricardo et al. 2016,SS,larvalsurvival,KN,1,,96.0377358,4,2.453,96.038,4,2.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Pocillopora,acuta,2 - larva,"0 mg/L, >3 days, carbonate",60 hours,,0,2.5,d,2.5,,0,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,3,5.5,fertilization = 0,,
1269,SS20d,Ricardo et al. 2016,SS,larvalsurvival,KN,0,,97.9284369,4,2.072,96.038,4,2.453,2.27,1.89,0.833,0.723,0.533,0.73,-0.71,2.15,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Pocillopora,acuta,2 - larva,"122 mg/L, >3 days,  carbonate",60 hours,,122,2.5,d,2.5,,305,short,marine,carbonate,1 - silt,<10micron,1 - very fine,,,,3,5.5,fertilization = 0,,
1270,SS20d,Ricardo et al. 2016,SS,larvalsurvival,KN,0,,95.8568738,4,2.448,96.038,4,2.453,2.45,-0.18,-0.074,-0.064,0.5,0.707,-1.45,1.32,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Pocillopora,acuta,2 - larva,"234 mg/L, >3 days,  carbonate",60 hours,,234,2.5,d,2.5,,585,short,marine,carbonate,1 - silt,<10micron,1 - very fine,,,,3,5.5,fertilization = 0,,
1271,SS20d,Ricardo et al. 2016,SS,larvalsurvival,KN,0,,85.8757062,4,4.143,96.038,4,2.453,3.4,-10.16,-2.985,-2.593,0.92,0.959,-4.47,-0.71,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Pocillopora,acuta,2 - larva,"458 mg/L, >3 days, carbonate",60 hours,,458,2.5,d,2.5,,1145,short,marine,carbonate,1 - silt,<10micron,1 - very fine,,,,3,5.5,fertilization = 0,,
1272,SS20d,Ricardo et al. 2016,SS,larvalsurvival,KN,0,,95.8568738,4,2.448,96.038,4,2.453,2.45,-0.18,-0.074,-0.064,0.5,0.707,-1.45,1.32,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Pocillopora,acuta,2 - larva,"920 mg/L, >3 days,  carbonate",60 hours,,920,2.5,d,2.5,,2300,short,marine,carbonate,1 - silt,<10micron,1 - very fine,,,,3,5.5,fertilization = 0,,
1273,SS11c,Gilmour 1999,SS,settlement,KO,1,,20.86645469,6,21.90521431,20.86645469,6,21.90521431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Western Australia,Acropora,digitifera,2 - larva,control settlement,2 days,,1.82,2,d,2,,3.643724,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,during_settlement,horizontal,,4,,"settlement = 0 (""start"" is age of corals when settlement was assessed); 10 days since fertilization",,
1274,SS11c,Gilmour 1999,SS,settlement,KO,0,,1.636251636,6,4.616982283,20.86645469,6,21.90521431,15.83,-19.23,-1.215,-1.121,0.386,0.621,-2.34,0.1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Western Australia,Acropora,digitifera,2 - larva,low settlement,2 days,,57.79,2,d,2,,115.58704,short,marine,n/s,2b - fine sand,50-200micron,2 - fine,during_settlement,horizontal,,4,,"settlement = 0 (""start"" is age of corals when settlement was assessed); 10 days since fertilization",,
1275,SS11c,Gilmour 1999,SS,settlement,KO,0,,0.365750366,6,1.461734466,20.86645469,6,21.90521431,15.52,-20.5,-1.321,-1.219,0.395,0.629,-2.45,0.01,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Western Australia,Acropora,digitifera,2 - larva,high settlement,2 days,,103.85,2,d,2,,207.6924,short,marine,n/s,2b - fine sand,50-200micron,2 - fine,during_settlement,horizontal,,4,,"settlement = 0 (""start"" is age of corals when settlement was assessed); 10 days since fertilization",,
1276,SS13b,Humanes et al. 2017b,SS,settlement,KP,1,,71,24,17,71,24,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,0,28 hours,,0.1,1.166,d,1.166,,0.1166,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,during_settlement,top and sides of plug,,0.33,1.33,"fertilization = 0 (settlement assessed one day after expected settlement; ""end"" is age when settlement was assessed)",,
1277,SS13b,Humanes et al. 2017b,SS,settlement,KP,0,,58,24,19,71,24,17,18.03,-13,-0.721,-0.709,0.089,0.298,-1.29,-0.13,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,5,28 hours,,5.5,1.166,d,1.166,,6.413,short,marine,n/s,1 - silt,7.3micron,1 - very fine,during_settlement,top and sides of plug,,0.33,1.33,"fertilization = 0 (settlement assessed one day after expected settlement; ""end"" is age when settlement was assessed)",,
1278,SS13b,Humanes et al. 2017b,SS,settlement,KP,0,,46,24,8,71,24,17,13.29,-25,-1.882,-1.851,0.119,0.345,-2.53,-1.17,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,10,28 hours,,10.6,1.166,d,1.166,,12.3596,short,marine,n/s,1 - silt,7.3micron,1 - very fine,during_settlement,top and sides of plug,,0.33,1.33,"fertilization = 0 (settlement assessed one day after expected settlement; ""end"" is age when settlement was assessed)",,
1279,SS13b,Humanes et al. 2017b,SS,settlement,KP,0,,37,24,15,71,24,17,16.03,-34,-2.121,-2.086,0.129,0.359,-2.79,-1.38,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,30,28 hours,,29.5,1.166,d,1.166,,34.397,short,marine,n/s,1 - silt,7.3micron,1 - very fine,during_settlement,top and sides of plug,,0.33,1.33,"fertilization = 0 (settlement assessed one day after expected settlement; ""end"" is age when settlement was assessed)",,
1280,SS13b,Humanes et al. 2017b,SS,settlement,KP,0,,29,24,8,71,24,17,13.29,-42,-3.161,-3.11,0.184,0.429,-3.95,-2.27,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,100,28 hours,,102.3,1.166,d,1.166,,119.2818,short,marine,n/s,1 - silt,7.3micron,1 - very fine,during_settlement,top and sides of plug,,0.33,1.33,"fertilization = 0 (settlement assessed one day after expected settlement; ""end"" is age when settlement was assessed)",,
1281,SS13c,Humanes et al. 2017b,SS,settlement,KQ,1,,66,6,22,66,6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,0,,,0.2,2,d,2,,0.4,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,during_settlement,top and sides of plug,,3,5,"fertilization = 0 (settlement assessed two days after expected settlement; ""end"" is age when settlement was assessed)",,
1282,SS13c,Humanes et al. 2017b,SS,settlement,KQ,0,,58,6,27,66,6,22,24.63,-8,-0.325,-0.3,0.337,0.581,-1.44,0.84,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,5,,,7.6,2,d,2,,15.2,short,marine,n/s,1 - silt,7.3micron,1 - very fine,during_settlement,top and sides of plug,,3,5,"fertilization = 0 (settlement assessed two days after expected settlement; ""end"" is age when settlement was assessed)",,
1283,SS13c,Humanes et al. 2017b,SS,settlement,KQ,0,,54,6,33,66,6,22,28.04,-12,-0.428,-0.395,0.34,0.583,-1.54,0.75,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,10,,,12.6,2,d,2,,25.2,short,marine,n/s,1 - silt,7.3micron,1 - very fine,during_settlement,top and sides of plug,,3,5,"fertilization = 0 (settlement assessed two days after expected settlement; ""end"" is age when settlement was assessed)",,
1284,SS13c,Humanes et al. 2017b,SS,settlement,KQ,0,,59,6,24,66,6,22,23.02,-7,-0.304,-0.281,0.337,0.58,-1.42,0.86,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,30,,,34.6,2,d,2,,69.2,short,marine,n/s,1 - silt,7.3micron,1 - very fine,during_settlement,top and sides of plug,,3,5,"fertilization = 0 (settlement assessed two days after expected settlement; ""end"" is age when settlement was assessed)",,
1285,SS13c,Humanes et al. 2017b,SS,settlement,KQ,0,,60,6,21,66,6,22,21.51,-6,-0.279,-0.257,0.336,0.58,-1.39,0.88,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,100,,,110.7,2,d,2,,221.4,short,marine,n/s,1 - silt,7.3micron,1 - very fine,during_settlement,top and sides of plug,,3,5,"fertilization = 0 (settlement assessed two days after expected settlement; ""end"" is age when settlement was assessed)",,
1286,SS13d,Humanes et al. 2017b,SS,settlement,KR,1,,62,24,19,62,24,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,0,,,0.5,0.75,d,0.75,,0.375,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,during_settlement,top and sides of plug,,5,6,"fertilization = 0 (settlement assessed one day after expected settlement; ""end"" is age when settlement was assessed)",,
1287,SS13d,Humanes et al. 2017b,SS,settlement,KR,0,,68,24,15,62,24,19,17.12,6,0.351,0.345,0.085,0.291,-0.23,0.91,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,5,,,7.2,0.75,d,0.75,,5.4,short,marine,n/s,1 - silt,7.3micron,1 - very fine,during_settlement,top and sides of plug,,5,6,"fertilization = 0 (settlement assessed one day after expected settlement; ""end"" is age when settlement was assessed)",,
1288,SS13d,Humanes et al. 2017b,SS,settlement,KR,0,,71,24,19,62,24,19,19,9,0.474,0.466,0.086,0.293,-0.11,1.04,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,10,,,13.1,0.75,d,0.75,,9.825,short,marine,n/s,1 - silt,7.3micron,1 - very fine,during_settlement,top and sides of plug,,5,6,"fertilization = 0 (settlement assessed one day after expected settlement; ""end"" is age when settlement was assessed)",,
1289,SS13d,Humanes et al. 2017b,SS,settlement,KR,0,,87,24,6,62,24,19,14.09,25,1.774,1.745,0.115,0.339,1.08,2.41,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,30,,,33.2,0.75,d,0.75,,24.9,short,marine,n/s,1 - silt,7.3micron,1 - very fine,during_settlement,top and sides of plug,,5,6,"fertilization = 0 (settlement assessed one day after expected settlement; ""end"" is age when settlement was assessed)",,
1290,SS13d,Humanes et al. 2017b,SS,settlement,KR,0,,85,24,7,62,24,19,14.32,23,1.606,1.58,0.109,0.331,0.93,2.23,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,tenuis,2 - larva,100,,,107.9,0.75,d,0.75,,80.925,short,marine,n/s,1 - silt,7.3micron,1 - very fine,during_settlement,top and sides of plug,,5,6,"fertilization = 0 (settlement assessed one day after expected settlement; ""end"" is age when settlement was assessed)",,
1291,SS24a,Te 1992,SS,settlement,KS,1,,15.2153846,3,1.26615385,15.2153846,3,1.26615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Marianas Islands,Pocillopora,damicornis,2 - larva,0,14 days,,0,14,d,14,,0,long,no sediment,no sediment,0 - no sediment,no sediment,no sediment,during_settlement,vertical,,14,,"settlement = 0 (""start"" is age of corals when settlement was assessed)",,
1292,SS24a,Te 1992,SS,settlement,KS,0,,13.57179487,3,0.75923077,15.2153846,3,1.26615385,1.04,-1.64,-1.574,-1.256,0.798,0.893,-3.01,0.49,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Marianas Islands,Pocillopora,damicornis,2 - larva,10,14 days,,10,14,d,14,,140,long,estuarine,n/s,n/s,n/s,n/s,during_settlement,vertical,,14,,"settlement = 0 (""start"" is age of corals when settlement was assessed)",,
1293,SS24a,Te 1992,SS,settlement,KS,0,,17.5,3,1.59615385,15.2153846,3,1.26615385,1.44,2.28,1.586,1.265,0.8,0.894,-0.49,3.02,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Marianas Islands,Pocillopora,damicornis,2 - larva,100,14 days,,100,14,d,14,,1400,long,estuarine,n/s,n/s,n/s,n/s,during_settlement,vertical,,14,,"settlement = 0 (""start"" is age of corals when settlement was assessed)",,
1294,SS24a,Te 1992,SS,settlement,KS,0,,10.71794873,3,1,15.2153846,3,1.26615385,1.14,-4.5,-3.942,-3.145,1.491,1.221,-5.54,-0.75,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Marianas Islands,Pocillopora,damicornis,2 - larva,1000,14 days,,1000,14,d,14,,14000,long,estuarine,n/s,n/s,n/s,n/s,during_settlement,vertical,,14,,"settlement = 0 (""start"" is age of corals when settlement was assessed)",,
1295,SS24b,Te 1992,SS,settlement,KT,1,,13.33333333,3,1.50247934,13.33333333,3,1.50247934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Marianas Islands,Pocillopora,damicornis,2 - larva,0,14 days,,0,14,d,14,,0,long,no sediment,no sediment,0 - no sediment,no sediment,no sediment,during_settlement,vertical,,14,,"settlement = 0 (""start"" is age of corals when settlement was assessed)",,
1296,SS24b,Te 1992,SS,settlement,KT,0,,23.5261708,3,1.52066116,13.33333333,3,1.50247934,1.51,10.19,6.743,5.38,3.079,1.755,1.94,8.82,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Marianas Islands,Pocillopora,damicornis,2 - larva,10,14 days,,10,14,d,14,,140,long,estuarine,n/s,n/s,n/s,n/s,during_settlement,vertical,,14,,"settlement = 0 (""start"" is age of corals when settlement was assessed)",,
1297,SS24b,Te 1992,SS,settlement,KT,0,,21.01928373,3,3,13.33333333,3,1.50247934,2.37,7.69,3.24,2.585,1.223,1.106,0.42,4.75,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Marianas Islands,Pocillopora,damicornis,2 - larva,100,14 days,,100,14,d,14,,1400,long,estuarine,n/s,n/s,n/s,n/s,during_settlement,vertical,,14,,"settlement = 0 (""start"" is age of corals when settlement was assessed)",,
1298,SS24b,Te 1992,SS,settlement,KT,0,,10.96418733,3,2.94214876,13.33333333,3,1.50247934,2.34,-2.37,-1.014,-0.809,0.721,0.849,-2.47,0.86,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Marianas Islands,Pocillopora,damicornis,2 - larva,100,14 days,,1000,14,d,14,,14000,long,estuarine,n/s,n/s,n/s,n/s,during_settlement,vertical,,14,,"settlement = 0 (""start"" is age of corals when settlement was assessed)",,
1299,SS23a,Rushmore 2016 PhD Chapter 2,SS,settlement,,-1,,69.7447,11,17.35921415,69.7447,11,17.35921415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Atlantic,Florida Keys,Porites,astreoides,2 - larva,2015 Control (no added sediment),24 hour exposure to stressor,,n/a,1,d,1,,,short,,,,,,pre_settlement,all sides,,1,,"settlement = 0 (""start"" is age of corals when settlement was assessed)",,
1300,SS23a,Rushmore 2016 PhD Chapter 2,SS,settlement,,-1,,63.3617,11,23.71021896,69.7447,11,17.35921415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Atlantic,Florida Keys,Porites,astreoides,2 - larva,2015 Low sediment (0.2 g),24 hour exposure to stressor,,n/a,1,d,1,,,short,,,,,,pre_settlement,all sides,,1,,"settlement = 0 (""start"" is age of corals when settlement was assessed)",,
1301,SS23a,Rushmore 2016 PhD Chapter 2,SS,settlement,,-1,,67.0638,11,28.79128814,69.7447,11,17.35921415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Atlantic,Florida Keys,Porites,astreoides,2 - larva,2015 Medium sediment (0.5 g),24 hour exposure to stressor,,n/a,1,d,1,,,short,,,,,,pre_settlement,all sides,,1,,"settlement = 0 (""start"" is age of corals when settlement was assessed)",,
1302,SS23a,Rushmore 2016 PhD Chapter 2,SS,settlement,,-1,,64.6383,11,14.81901123,69.7447,11,17.35921415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Atlantic,Florida Keys,Porites,astreoides,2 - larva,2015 High sediment (1 g),24 hour exposure to stressor,,n/a,1,d,1,,,short,,,,,,pre_settlement,all sides,,1,,"settlement = 0 (""start"" is age of corals when settlement was assessed)",,
1303,SS05,Browne et al. 2014,SS,fv_fm,KU,2,,0.57,72,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,Indo-Pacific,Singapore,Merulina,ampliata,adult,Treatment 1 (baseline),2 hrs,,0,0,d,0,,0,,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
1304,SS05,Browne et al. 2014,SS,fv_fm,KV,2,,0.53,72,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,Indo-Pacific,Singapore,Pachyseris,speciosa,adult,Treatment 1 (baseline),2 hrs,,0,0,d,0,,0,,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
1305,SS05,Browne et al. 2014,SS,fv_fm,KW,2,,0.59,72,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,Indo-Pacific,Singapore,Platygyra,sinensis,adult,Treatment 1 (baseline),2 hrs,,0,0,d,0,,0,,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
1306,SS05,Browne et al. 2014,SS,fv_fm,KU,0,,0.56,72,0.17,0.57,72,0.08,0.13,-0.01,-0.075,-0.074,0.028,0.167,-0.4,0.25,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,Indo-Pacific,Singapore,Merulina,ampliata,adult,Treatment 2,2 hrs,,102.4,0.083,d,0.083,,8.4992,short,artificial,silicon carbide,2c - medium sand,1-300micron,2 - fine,,,,,,,,
1307,SS05,Browne et al. 2014,SS,fv_fm,KV,0,,0.52,72,0.08,0.53,72,0.08,0.08,-0.01,-0.118,-0.117,0.028,0.167,-0.44,0.21,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,Indo-Pacific,Singapore,Pachyseris,speciosa,adult,Treatment 2,2 hrs,,102.4,0.083,d,0.083,,8.4992,short,artificial,silicon carbide,2c - medium sand,1-300micron,2 - fine,,,,,,,,
1308,SS05,Browne et al. 2014,SS,fv_fm,KW,0,,0.6,72,0.08,0.59,72,0.17,0.13,0.01,0.075,0.074,0.028,0.167,-0.25,0.4,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,Indo-Pacific,Singapore,Platygyra,sinensis,adult,Treatment 2,2 hrs,,102.4,0.083,d,0.083,,8.4992,short,artificial,silicon carbide,2c - medium sand,1-300micron,2 - fine,,,,,,,,
1309,SS05,Browne et al. 2014,SS,fv_fm,KU,0,,0.55,72,0.08,0.57,72,0.08,0.08,-0.02,-0.236,-0.234,0.028,0.167,-0.56,0.09,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,Indo-Pacific,Singapore,Merulina,ampliata,adult,Treatment 3,2 hrs,,174.2,0.083,d,0.083,,14.4586,short,artificial,silicon carbide,2c - medium sand,1-300micron,2 - fine,,,,,,,,
